вид,файл,источник,id
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00017.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/34129636/medium.jpeg,22021205
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00018.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/34207653/medium.jpg,22098465
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00019.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/34377498/medium.jpeg,22202542
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00020.jpg,https://static.inaturalist.org/photos/34579864/medium.jpg,22327235
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00021.jpg,https://static.inaturalist.org/photos/34660468/medium.jpeg,22379009
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00022.jpg,https://static.inaturalist.org/photos/34662120/medium.jpeg,22380054
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00023.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/34943903/medium.jpeg,22554625
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00024.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/35265099/medium.jpeg,22755594
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00025.jpg,https://static.inaturalist.org/photos/35553215/medium.jpg,22936189
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00026.jpg,https://static.inaturalist.org/photos/35852092/medium.jpeg,23128135
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00027.jpg,https://static.inaturalist.org/photos/37599911/medium.jpeg,24317021
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00028.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/38038924/medium.jpg,24601300
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00029.jpg,https://static.inaturalist.org/photos/38359123/medium.jpeg,24802581
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00030.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/40342462/medium.jpeg,26005567
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00031.jpg,https://static.inaturalist.org/photos/40857935/medium.jpg,26317268
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00032.jpg,https://static.inaturalist.org/photos/41323122/medium.jpeg,26605272
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00033.jpg,https://static.inaturalist.org/photos/41676632/medium.jpg,26825461
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00036.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/41981627/medium.jpg,27010123
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00037.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/46750085/medium.jpeg,29939218
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00038.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/53042620/medium.jpeg,33751548
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00039.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/53042784/medium.jpeg,33751550
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00040.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/55699829/medium.jpeg,35329220
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00041.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/60640702/medium.jpg,38178933
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00042.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/60645186/medium.jpg,38181806
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00043.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/60810513/medium.jpg,38277498
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00044.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/61482981/medium.jpg,38664208
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00045.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/62093103/medium.jpeg,39140205
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00046.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/63456771/medium.jpeg,39961881
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00047.jpg,https://static.inaturalist.org/photos/63474785/medium.jpeg,39972855
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00048.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/63558976/medium.jpeg,40022432
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00049.jpg,https://static.inaturalist.org/photos/63743500/medium.jpeg,40131358
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00050.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/63812308/medium.jpeg,40172624
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00051.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/63916910/medium.jpg,40235244
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00052.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/64006102/medium.jpeg,40291740
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00053.jpg,https://static.inaturalist.org/photos/64006376/medium.jpg,40291980
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00054.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/64122250/medium.jpeg,40369548
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00055.jpg,https://static.inaturalist.org/photos/64340450/medium.jpg,40594697
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00056.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/64423969/medium.jpg,40643385
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00057.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/64489929/medium.jpeg,40682231
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00058.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/64857461/medium.jpeg,40908869
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00059.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/65262154/medium.jpg,41154076
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00060.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/65389231/medium.jpeg,41230395
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00061.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/65596121/medium.jpg,41353309
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00062.jpg,https://static.inaturalist.org/photos/65755469/medium.jpeg,41448686
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00063.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66008567/medium.jpg,41609539
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00064.jpg,https://static.inaturalist.org/photos/66009430/medium.jpg,41609750
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00065.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66021725/medium.jpg,41617605
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00066.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66021931/medium.jpg,41617785
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00067.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66135697/medium.jpg,41686898
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00068.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66145343/medium.jpg,41692918
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00069.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66342288/medium.jpeg,41810195
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00070.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66349133/medium.jpeg,41814533
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00071.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66351293/medium.jpg,41815737
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00072.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66356633/medium.jpg,41818838
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00073.jpg,https://static.inaturalist.org/photos/66365013/medium.jpeg,41824132
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00074.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66797253/medium.jpeg,42084533
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00075.jpg,https://static.inaturalist.org/photos/66811283/medium.jpeg,42092960
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00076.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/66820675/medium.jpeg,42112111
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00077.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/67185972/medium.jpg,42316230
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00078.jpg,https://static.inaturalist.org/photos/67297154/medium.jpeg,42385372
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00079.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/67318380/medium.jpg,42398638
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00080.jpg,https://static.inaturalist.org/photos/67347020/medium.jpg,42416590
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00081.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/67588987/medium.jpg,42564148
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00082.jpg,https://static.inaturalist.org/photos/67625522/medium.jpeg,42587213
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00083.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/67938022/medium.jpg,42780252
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00084.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/68006859/medium.jpg,42822746
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00085.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/68386422/medium.jpg,43072127
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00086.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/68715558/medium.jpeg,43293388
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00087.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/68819240/medium.jpeg,43367186
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00088.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/68938910/medium.jpeg,43458048
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00089.jpg,https://static.inaturalist.org/photos/68954710/medium.jpg,43458842
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00090.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/69918047/medium.jpg,44096061
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00091.jpg,https://static.inaturalist.org/photos/70996693/medium.jpg,44785331
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00092.jpg,https://static.inaturalist.org/photos/71601181/medium.jpg,45160120
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00093.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/71644723/medium.jpg,45188182
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00094.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/72184895/medium.jpg,45521998
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00095.jpg,https://static.inaturalist.org/photos/72267737/medium.jpeg,45571945
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00096.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/72426681/medium.jpeg,45668509
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00097.jpg,https://static.inaturalist.org/photos/72600188/medium.jpeg,45762712
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00098.jpg,https://static.inaturalist.org/photos/72731757/medium.jpg,45857532
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00099.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/73070673/medium.jpg,46068896
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00100.jpg,https://static.inaturalist.org/photos/73364145/medium.jpeg,46258772
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00101.jpg,https://static.inaturalist.org/photos/73519856/medium.jpeg,46353456
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00102.jpg,https://static.inaturalist.org/photos/73949881/medium.jpg,46622455
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00103.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/74304642/medium.jpg,46754476
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00104.jpg,https://static.inaturalist.org/photos/74249933/medium.jpg,46816572
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00105.jpg,https://static.inaturalist.org/photos/74267719/medium.jpeg,46828278
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00106.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/74521192/medium.jpeg,46990327
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00107.jpg,https://static.inaturalist.org/photos/74712410/medium.jpeg,47108843
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00108.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/74929354/medium.jpeg,47244680
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00109.jpg,https://static.inaturalist.org/photos/74951062/medium.jpg,47258493
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00110.jpg,https://static.inaturalist.org/photos/75510458/medium.jpg,47605906
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00111.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/75754950/medium.jpg,47756603
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00112.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/76520696/medium.jpg,48232752
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00113.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/77029120/medium.jpeg,48540752
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00114.jpg,https://static.inaturalist.org/photos/77057764/medium.jpg,48559214
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00115.jpg,https://static.inaturalist.org/photos/77588828/medium.jpg,48885920
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00116.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/77633158/medium.jpeg,48913876
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00117.jpg,https://static.inaturalist.org/photos/77662049/medium.jpg,48931916
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00118.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/77669221/medium.jpg,48936541
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00119.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/77941321/medium.jpg,49102235
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00120.jpg,https://static.inaturalist.org/photos/77991465/medium.jpeg,49134778
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00121.jpg,https://static.inaturalist.org/photos/78162402/medium.jpeg,49240910
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00122.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78527367/medium.jpg,49468247
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00123.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78666639/medium.jpg,49552313
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00124.jpg,https://static.inaturalist.org/photos/78733028/medium.jpeg,49595736
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00125.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78734893/medium.jpeg,49596747
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00126.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78761979/medium.jpeg,49614445
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00127.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78895390/medium.jpg,49694518
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00128.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/78911286/medium.jpeg,49704688
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00129.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/79011085/medium.jpeg,49768673
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00130.jpg,https://static.inaturalist.org/photos/79316660/medium.jpg,49955803
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00131.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/79365479/medium.jpg,49987041
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00132.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/79573256/medium.jpg,50112109
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00133.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/79834698/medium.jpg,50276243
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00134.jpg,https://static.inaturalist.org/photos/80023882/medium.jpg,50382472
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00135.jpg,https://static.inaturalist.org/photos/80425783/medium.jpeg,50643087
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00136.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/80495436/medium.jpeg,50684392
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00137.jpg,https://static.inaturalist.org/photos/80596471/medium.jpg,50743929
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00138.jpg,https://static.inaturalist.org/photos/80621802/medium.jpg,50758900
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00139.jpg,https://static.inaturalist.org/photos/80691633/medium.jpeg,50765125
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00140.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/81352643/medium.jpeg,51211925
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00141.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/82130582/medium.jpeg,51682972
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00142.jpg,https://static.inaturalist.org/photos/82132811/medium.jpg,51684191
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00143.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/82151255/medium.jpeg,51696157
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00144.jpg,https://static.inaturalist.org/photos/82312372/medium.jpeg,51794250
rubus_spectabilis,c:\Users\dasha\raspberry_classifier\data\images\rubus_spectabilis\rubus_spectabilis_00145.jpg,https://static.inaturalist.org/photos/82461688/medium.jpeg,51886555
